"item1","item2","r","group1","group2","within_construct","p"
"UEQ_3","UEQ_4",0.540800756014419,"UEQ_pragmatic","UEQ_pragmatic",TRUE,NA
"P106","P301",0.446587692971798,"Visualization","Cognitive_value",FALSE,NA
"P089","P301",0.333598887092983,"Visualization","Cognitive_value",FALSE,NA
"P098","P301",0.559919106526012,"Visualization","Cognitive_value",FALSE,NA
"P097","P301",0.474448389978167,"Visualization","Cognitive_value",FALSE,NA
"P022A","P064",0.282650328097755,"Visualization","Cognitive_value",FALSE,NA
"P022A","P301",0.345810419459286,"Visualization","Cognitive_value",FALSE,NA
"P022A","P060",0.29917937801432,"Visualization","Cognitive_value",FALSE,NA
"P022A","P027",0.3501507981766,"Visualization","Cognitive_value",FALSE,NA
"P067","P301",0.280277104691572,"Visualization","Cognitive_value",FALSE,NA
"P106","P4026A",0.279587546427622,"Visualization","Intuitiveness",FALSE,NA
"P089","P4026A",0.39787789163157,"Visualization","Intuitiveness",FALSE,NA
"P098","P4026A",0.258742387493911,"Visualization","Intuitiveness",FALSE,NA
"P097","P4026A",0.379190869862671,"Visualization","Intuitiveness",FALSE,NA
"P022A","P088",0.462227925840412,"Visualization","Intuitiveness",FALSE,NA
"P022A","P026",0.431001257420695,"Visualization","Intuitiveness",FALSE,NA
"P022A","P4026A",0.454088428628455,"Visualization","Intuitiveness",FALSE,NA
"P067","P088",0.372393549452007,"Visualization","Intuitiveness",FALSE,NA
"P067","P4026A",0.375146988565141,"Visualization","Intuitiveness",FALSE,NA
"P106","SUS_1",0.348402602214532,"Visualization","SUS",FALSE,NA
"P106","SUS_2",0.251010047089553,"Visualization","SUS",FALSE,NA
"P106","SUS_3",0.26177650222952,"Visualization","SUS",FALSE,NA
"P106","SUS_4",0.312951968492389,"Visualization","SUS",FALSE,NA
"P106","SUS_5",0.353637089602837,"Visualization","SUS",FALSE,NA
"P106","SUS_6",0.424299538452264,"Visualization","SUS",FALSE,NA
"P106","SUS_7",0.155226364798999,"Visualization","SUS",FALSE,NA
"P106","SUS_8",0.310790669256205,"Visualization","SUS",FALSE,NA
"P106","SUS_9",0.306981803724567,"Visualization","SUS",FALSE,NA
"P106","SUS_10",0.182075831667448,"Visualization","SUS",FALSE,NA
"P089","SUS_1",0.307494261577748,"Visualization","SUS",FALSE,NA
"P089","SUS_2",0.358502930469187,"Visualization","SUS",FALSE,NA
"P089","SUS_3",0.286388983783211,"Visualization","SUS",FALSE,NA
"P089","SUS_4",0.204092962223824,"Visualization","SUS",FALSE,NA
"P089","SUS_5",0.325534635283191,"Visualization","SUS",FALSE,NA
"P089","SUS_6",0.156181857736628,"Visualization","SUS",FALSE,NA
"P089","SUS_7",0.269932188096546,"Visualization","SUS",FALSE,NA
"P089","SUS_8",0.144275834678266,"Visualization","SUS",FALSE,NA
"P089","SUS_9",0.373673425758204,"Visualization","SUS",FALSE,NA
"P089","SUS_10",0.225682081940585,"Visualization","SUS",FALSE,NA
"P098","SUS_1",0.352102330288255,"Visualization","SUS",FALSE,NA
"P098","SUS_2",0.238688498630962,"Visualization","SUS",FALSE,NA
"P098","SUS_3",0.338452575479904,"Visualization","SUS",FALSE,NA
"P098","SUS_4",0.246309126213221,"Visualization","SUS",FALSE,NA
"P098","SUS_5",0.278525151499778,"Visualization","SUS",FALSE,NA
"P098","SUS_6",0.283866248136065,"Visualization","SUS",FALSE,NA
"P098","SUS_7",0.111648820595932,"Visualization","SUS",FALSE,NA
"P098","SUS_8",0.242178497614438,"Visualization","SUS",FALSE,NA
"P098","SUS_9",0.196209704689581,"Visualization","SUS",FALSE,NA
"P098","SUS_10",0.187021359222126,"Visualization","SUS",FALSE,NA
"P097","SUS_1",0.474731756216147,"Visualization","SUS",FALSE,NA
"P097","SUS_2",0.203162569711741,"Visualization","SUS",FALSE,NA
"P097","SUS_3",0.242467780501208,"Visualization","SUS",FALSE,NA
"P097","SUS_4",0.235174596770586,"Visualization","SUS",FALSE,NA
"P097","SUS_5",0.304611105314,"Visualization","SUS",FALSE,NA
"P097","SUS_6",0.260358930470155,"Visualization","SUS",FALSE,NA
"P097","SUS_7",0.174108120707726,"Visualization","SUS",FALSE,NA
"P097","SUS_8",0.0923789531890107,"Visualization","SUS",FALSE,NA
"P097","SUS_9",0.337930582026803,"Visualization","SUS",FALSE,NA
"P097","SUS_10",0.0182950936496341,"Visualization","SUS",FALSE,NA
"P022A","SUS_1",0.422524147185032,"Visualization","SUS",FALSE,NA
"P022A","SUS_2",0.282541931103619,"Visualization","SUS",FALSE,NA
"P022A","SUS_3",0.211740281392477,"Visualization","SUS",FALSE,NA
"P022A","SUS_4",0.229551520024752,"Visualization","SUS",FALSE,NA
"P022A","SUS_5",0.2711671716746,"Visualization","SUS",FALSE,NA
"P022A","SUS_6",0.242560349037949,"Visualization","SUS",FALSE,NA
"P022A","SUS_7",0.227445560623993,"Visualization","SUS",FALSE,NA
"P022A","SUS_8",0.231290254464364,"Visualization","SUS",FALSE,NA
"P022A","SUS_9",0.400878040155292,"Visualization","SUS",FALSE,NA
"P022A","SUS_10",0.0851800012933047,"Visualization","SUS",FALSE,NA
"P067","SUS_1",0.26193884852669,"Visualization","SUS",FALSE,NA
"P067","SUS_2",0.286892547007004,"Visualization","SUS",FALSE,NA
"P067","SUS_3",0.349235246358353,"Visualization","SUS",FALSE,NA
"P067","SUS_4",0.205521707050743,"Visualization","SUS",FALSE,NA
"P067","SUS_5",0.319294765916471,"Visualization","SUS",FALSE,NA
"P067","SUS_6",0.158519956706078,"Visualization","SUS",FALSE,NA
"P067","SUS_7",0.278578876291705,"Visualization","SUS",FALSE,NA
"P067","SUS_8",0.189454953058068,"Visualization","SUS",FALSE,NA
"P067","SUS_9",0.331388611103659,"Visualization","SUS",FALSE,NA
"P067","SUS_10",0.137917637489595,"Visualization","SUS",FALSE,NA
"P106","UEQ_5",0.0696865352202411,"Visualization","UEQ_hedonic",FALSE,NA
"P106","UEQ_6",0.150529463197927,"Visualization","UEQ_hedonic",FALSE,NA
"P106","UEQ_7",-0.0202545350740533,"Visualization","UEQ_hedonic",FALSE,NA
"P106","UEQ_8",0.0793702085470701,"Visualization","UEQ_hedonic",FALSE,NA
"P089","UEQ_5",0.257969677656179,"Visualization","UEQ_hedonic",FALSE,NA
"P089","UEQ_6",0.340996774740652,"Visualization","UEQ_hedonic",FALSE,NA
"P089","UEQ_7",0.126380112765418,"Visualization","UEQ_hedonic",FALSE,NA
"P089","UEQ_8",0.129815834424787,"Visualization","UEQ_hedonic",FALSE,NA
"P098","UEQ_5",0.238648147418849,"Visualization","UEQ_hedonic",FALSE,NA
"P098","UEQ_6",0.240580191785721,"Visualization","UEQ_hedonic",FALSE,NA
"P098","UEQ_7",0.155114079295064,"Visualization","UEQ_hedonic",FALSE,NA
"P098","UEQ_8",0.214023776653858,"Visualization","UEQ_hedonic",FALSE,NA
"P097","UEQ_5",0.265950813073968,"Visualization","UEQ_hedonic",FALSE,NA
"P097","UEQ_6",0.301399677138968,"Visualization","UEQ_hedonic",FALSE,NA
"P097","UEQ_7",0.11031358478726,"Visualization","UEQ_hedonic",FALSE,NA
"P097","UEQ_8",0.142112464087401,"Visualization","UEQ_hedonic",FALSE,NA
"P022A","UEQ_5",0.226126360418759,"Visualization","UEQ_hedonic",FALSE,NA
"P022A","UEQ_6",0.218183046065504,"Visualization","UEQ_hedonic",FALSE,NA
"P022A","UEQ_7",0.0698146159451768,"Visualization","UEQ_hedonic",FALSE,NA
"P022A","UEQ_8",0.0198077731848868,"Visualization","UEQ_hedonic",FALSE,NA
"P067","UEQ_5",0.302058526828249,"Visualization","UEQ_hedonic",FALSE,NA
"P067","UEQ_6",0.348280364262241,"Visualization","UEQ_hedonic",FALSE,NA
"P067","UEQ_7",0.269786065652214,"Visualization","UEQ_hedonic",FALSE,NA
"P067","UEQ_8",0.25291706979507,"Visualization","UEQ_hedonic",FALSE,NA
"P106","UEQ_1",0.38930430477305,"Visualization","UEQ_pragmatic",FALSE,NA
"P106","UEQ_2",0.235116670653172,"Visualization","UEQ_pragmatic",FALSE,NA
"P106","UEQ_3",0.378932931066694,"Visualization","UEQ_pragmatic",FALSE,NA
"P106","UEQ_4",0.238895954218362,"Visualization","UEQ_pragmatic",FALSE,NA
"P089","UEQ_1",0.418010313727395,"Visualization","UEQ_pragmatic",FALSE,NA
"P089","UEQ_2",0.340503810218827,"Visualization","UEQ_pragmatic",FALSE,NA
"P089","UEQ_3",0.348057651849522,"Visualization","UEQ_pragmatic",FALSE,NA
"P089","UEQ_4",0.468584698432071,"Visualization","UEQ_pragmatic",FALSE,NA
"P098","UEQ_1",0.446205412340957,"Visualization","UEQ_pragmatic",FALSE,NA
"P098","UEQ_2",0.237495168070649,"Visualization","UEQ_pragmatic",FALSE,NA
"P098","UEQ_3",0.415142945877268,"Visualization","UEQ_pragmatic",FALSE,NA
"P098","UEQ_4",0.209200657789564,"Visualization","UEQ_pragmatic",FALSE,NA
"P097","UEQ_1",0.403911332932875,"Visualization","UEQ_pragmatic",FALSE,NA
"P097","UEQ_2",0.214970719014974,"Visualization","UEQ_pragmatic",FALSE,NA
"P097","UEQ_3",0.468264737046894,"Visualization","UEQ_pragmatic",FALSE,NA
"P097","UEQ_4",0.199724076124449,"Visualization","UEQ_pragmatic",FALSE,NA
"P022A","UEQ_1",0.362229558614398,"Visualization","UEQ_pragmatic",FALSE,NA
"P022A","UEQ_2",0.278793933660171,"Visualization","UEQ_pragmatic",FALSE,NA
"P022A","UEQ_3",0.347499620271418,"Visualization","UEQ_pragmatic",FALSE,NA
"P022A","UEQ_4",0.291197998131599,"Visualization","UEQ_pragmatic",FALSE,NA
"P067","UEQ_1",0.40358570021551,"Visualization","UEQ_pragmatic",FALSE,NA
"P067","UEQ_2",0.354974341108579,"Visualization","UEQ_pragmatic",FALSE,NA
"P067","UEQ_3",0.347915731765154,"Visualization","UEQ_pragmatic",FALSE,NA
"P067","UEQ_4",0.380744301833828,"Visualization","UEQ_pragmatic",FALSE,NA
"P089","P106",0.369042241634598,"Visualization","Visualization",TRUE,NA
"P089","P098",0.452693311247039,"Visualization","Visualization",TRUE,NA
"P089","P097",0.412909374195035,"Visualization","Visualization",TRUE,NA
"P098","P106",0.574329921646821,"Visualization","Visualization",TRUE,NA
"P097","P106",0.533852080028838,"Visualization","Visualization",TRUE,NA
"P097","P098",0.430411478733251,"Visualization","Visualization",TRUE,NA
"P022A","P106",0.435944831085045,"Visualization","Visualization",TRUE,NA
"P022A","P089",0.591703981727309,"Visualization","Visualization",TRUE,NA
"P022A","P098",0.428933197114254,"Visualization","Visualization",TRUE,NA
"P022A","P097",0.534427512575353,"Visualization","Visualization",TRUE,NA
"P022A","P067",0.341894760301271,"Visualization","Visualization",TRUE,NA
"P067","P106",0.33346482136395,"Visualization","Visualization",TRUE,NA
"P067","P089",0.485408043990201,"Visualization","Visualization",TRUE,NA
"P067","P098",0.344110624647392,"Visualization","Visualization",TRUE,NA
"P067","P097",0.417985427807922,"Visualization","Visualization",TRUE,NA
